"Bodega"	"Codigo"	"Cod. Alterno"	"Descripcion"	"Exist."	"Cant."	"Diferencia"	"Nota"
"BSO1"	"4009108"	""	"RIÑONES"	"0.270"	"0.000"	"-0.270"	"Item no contado fisicamente"
"BSO1"	"4004202"	""	"MINI JAMON"	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4009607"	""	"MIXTOS DE MARISCOS JO. MAR"	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4104153"	""	"QUESO REY MZR CDR.250GR."	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4104157"	""	"QUESO REY MZR RCT. 750 GR."	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4104020"	""	"QUESO MOZZARELLA LIGHT 500G. KIOSKO"	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4104045"	""	"QUESO MOZZARELLA 350G KIOSKO"	"1.000"	"0.000"	"-1.000"	"Item no contado fisicamente"
"BSO1"	"4009119"	""	"PATAS DE RES"	"1.570"	"0.000"	"-1.570"	"Item no contado fisicamente"
"BSO1"	"4008102"	""	"SALCH.CERVECERO 340GR"	"2.000"	"0.000"	"-2.000"	"Item no contado fisicamente"
"BSO1"	"4102001"	""	"ENSALADA DE COL"	"2.000"	"0.000"	"-2.000"	"Item no contado fisicamente"
"BSO1"	"4104144"	""	"QUESO PROVOLENE NATURAL 260 GR."	"2.000"	"0.000"	"-2.000"	"Item no contado fisicamente"
"BSO1"	"4103007"	""	"V. UNDURRAGA VARIETAL CAB. SAUVG."	"2.000"	"0.000"	"-2.000"	"Item no contado fisicamente"
"BSO1"	"9200063"	""	"TOALLAS DE MANOS ROLLO BLANCA HD"	"2.000"	"0.000"	"-2.000"	"Item no contado fisicamente"
"BSO1"	"4005602"	""	"PERNIL CASERO NAVIDEÑO"	"2.750"	"0.000"	"-2.750"	"Item no contado fisicamente"
"BSO1"	"4104169"	""	"REY CREMA 200GR."	"3.000"	"0.000"	"-3.000"	"Item no contado fisicamente"
"BSO1"	"4102002"	""	"ENSALADA DE GRANOS (tarrina)"	"3.000"	"0.000"	"-3.000"	"Item no contado fisicamente"
"BSO1"	"4104156"	""	"QUESO REY FRESCO CDR 500GR"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"4104148"	""	"NUTRI CREMA"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"4107001"	""	"BROWNIE CLASICO"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"4002962"	""	"SALCH. PARRILLERA 450 GRAMOS"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"4101012"	""	"MOSTAZA GALON"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"9200060"	""	"PAPEL HIGIENICO JUMBO"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"9100054"	""	"DISPENSADOR LIMPIÓN INDUSTRIAL PARED"	"4.000"	"0.000"	"-4.000"	"Item no contado fisicamente"
"BSO1"	"4005601"	""	"LECHON AHUMADO"	"4.460"	"0.000"	"-4.460"	"Item no contado fisicamente"
"BSO1"	"4009118"	""	"HIGADO"	"4.835"	"0.000"	"-4.835"	"Item no contado fisicamente"
"BSO1"	"4101030"	""	"SALSA PARRIS MEDIANA"	"5.000"	"0.000"	"-5.000"	"Item no contado fisicamente"
"BSO1"	"4009616"	""	"CAMAROM JUVENIL PRECOCIDO"	"5.000"	"0.000"	"-5.000"	"Item no contado fisicamente"
"BSO1"	"4007501"	""	"MINI JAMON POLLO"	"5.000"	"0.000"	"-5.000"	"Item no contado fisicamente"
"BSO1"	"4102003"	""	"ENSALADA DE PAPA"	"5.000"	"0.000"	"-5.000"	"Item no contado fisicamente"
"BSO1"	"9100085"	""	"LIMPIÓN INDUSTRIAL 600M"	"6.000"	"0.000"	"-6.000"	"Item no contado fisicamente"
"BSO1"	"9200033"	""	"JABON SPRAY 800ML (VU5061)"	"6.000"	"0.000"	"-6.000"	"Item no contado fisicamente"
"BSO1"	"4107003"	""	"BROWNIE NUEZ"	"9.000"	"0.000"	"-9.000"	"Item no contado fisicamente"
"BSO1"	"4009901"	""	"Pierna Borrego"	"9.015"	"0.000"	"-9.015"	"Item no contado fisicamente"
"BSO1"	"4104103"	""	"YOGURTMET DURAZNO 180"	"12.000"	"0.000"	"-12.000"	"Item no contado fisicamente"
"BSO1"	"4204044"	""	"AGUA OVIT FRAMBUESA 500ML"	"12.000"	"0.000"	"-12.000"	"Item no contado fisicamente"
"BSO1"	"4102008"	""	"TARRINA DE FRITADITAS"	"14.000"	"0.000"	"-14.000"	"Item no contado fisicamente"
"BSO1"	"4102012"	""	"aceite dos coronas (bidon)"	"22.000"	"0.000"	"-22.000"	"Item no contado fisicamente"
"BSO1"	"4009116"	""	"GUATA"	"24.960"	"0.000"	"-24.960"	"Item no contado fisicamente"
"BSO1"	"4002250"	""	"SALCH. HOT DOG GRUESA EMP. *2.27 KG"	"31.780"	"0.000"	"-31.780"	"Item no contado fisicamente"
"BSO1"	"4009157"	""	"PICAÑA"	"37.030"	"0.000"	"-37.030"	"Item no contado fisicamente"
"BSO1"	"4009112"	""	"LOMO BIFE"	"47.785"	"0.000"	"-47.785"	"Item no contado fisicamente"
"BSO1"	"4101027"	""	"SALSA GALON ANDES"	"48.000"	"0.000"	"-48.000"	"Item no contado fisicamente"
"BSO1"	"4101032"	""	"SALSA VERDE"	"49.000"	"0.000"	"-49.000"	"Item no contado fisicamente"
"BSO1"	"4009223"	""	"CUERITO DE CERDO"	"82.460"	"0.000"	"-82.460"	"Item no contado fisicamente"
"BSO1"	"4009159"	""	"SALON DE RES LIMPIO (FUNDA 4 UNIDADES)"	"145.030"	"0.000"	"-145.030"	"Item no contado fisicamente"
