FABGY,FABRICA GUAYAQUIL,ADOQUIN 8CM COLOR 30X60,16.2367,185.1905,4370763.6,7286666.528735,0.370381,0,0,0,0,0,0,23601.44,39346.87,638864.55,1
FABGY,FABRICA GUAYAQUIL,BORDILLO CANALETA  COLOR  I,17.6131,,,0,0,0,0,0,0,0,0,,281.68,4961.5,2.84
FABGY,FABRICA GUAYAQUIL,BORDILLO CANALETA COLOR 14CM,0,174.1669,16255,0,0.3483338,0,0,0,0,0,0,93.33,,,1.5
FABGY,FABRICA GUAYAQUIL,BORDILLO CANALETA COLOR 8CM,21.3554,,,0,0,0,0,0,0,0,0,,536.4009,11456.36,11
FABGY,FABRICA GUAYAQUIL,BORDILLO CANALETA GRIS 8CM,23.9899,,,0,0,0,0,0,0,0,0,,527.5836,12658.09,11
FABGY,FABRICA GUAYAQUIL,BORDILLO LIVIANO 6 COLOR,24.82,,,0,0,0,0,0,0,0,0,,22.344,554.8,4.25
FABGY,FABRICA GUAYAQUIL,BORDILLO LIVIANO 6 GRIS,19.0009,,,0,0,0,0,0,0,0,0,,193.3344,3675.07,4.25
FABGY,FABRICA GUAYAQUIL,BORDILLO LIVIANO 8 COLOR,19.8012,,,0,0,0,0,0,0,0,0,,735.7168,14569.03,2.88
FABGY,FABRICA GUAYAQUIL,BORDILLO LIVIANO 8 GRIS,20.4166,,,0,0,0,0,0,0,0,0,,1054.0992,21522.64,2.88
FABGY,FABRICA GUAYAQUIL,BORDILLO PESADO 12 GRIS,19.36,,,0,0,0,0,0,0,0,0,,23.5,454.96,2
FABGY,FABRICA GUAYAQUIL,BORDILLO PESADO 15 COLOR,18.1388,145,,99681.12,0.29,0,0,0,0,0,0,,687.456,12470.48,1.44
FABGY,FABRICA GUAYAQUIL,BORDILLO PESADO 15 GRIS,17.4316,131,,370860.9214,0.262,0,0,0,0,0,0,,2830.9994,49352.18,1.44
FABGY,FABRICA GUAYAQUIL,BORDILLO PESADO 17 COLOR,16.6218,,,0,0,0,0,0,0,0,0,,48.9582,813.85,2.41
FABGY,FABRICA GUAYAQUIL,BORDILLO PESADO 18 COLOR,19.4961,139.4881,175180.4,93465.00571932,0.2789762,0,0,0,0,0,0,1255.88,670.0572,13063.65,1.67
UIO,QUITO,ADOQUIN 05 LUZ,22.8723,100,,194500,0.2,5,5.2,17.6723,0,3.39851923076923,0,,1945,44486.7,1
UIO,QUITO,ADOQUIN 06 CM COLOR,11.603,128.7271,36886508.6,36985614.205071,0.2574542,3.72,3.9774542,7.6255458,2185085.50794206,1.91719261028826,60,286548.08,287318.01,3333768.76,1
UIO,QUITO,ADOQUIN 06 CM GRIS,10.5239,128.6306,9018134,7905592.941596,0.2572612,3.2,3.4572612,7.0666388,495433.071636724,2.04399910541905,,70108.73,61459.66,646800.32,1
UIO,QUITO,ADOQUIN 06 CM MARMOL,29.8,,,0,0,0,0,0,0,0,0,,16,476.8,1
